model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A5,2015,14500,Semi-Auto,56875,Diesel,150,53.3,2.0
 A5,2015,18995,Manual,37056,Diesel,160,53.3,2.0
 RS3,2018,39995,Semi-Auto,5431,Petrol,145,34.0,2.5
 A1,2016,13995,Manual,31031,Petrol,30,56.5,1.4
 A4,2015,17995,Semi-Auto,34906,Diesel,160,49.6,3.0
 A4,2017,21995,Semi-Auto,14821,Diesel,145,64.2,3.0
 A1,2016,15495,Manual,15307,Petrol,30,55.4,1.4
 A4,2016,19995,Semi-Auto,23626,Petrol,160,45.6,2.0
 A1,2016,12995,Manual,11892,Petrol,0,67.3,1.0
 A1,2016,12995,Manual,42165,Petrol,30,56.5,1.4
 Q7,2016,48995,Automatic,41032,Diesel,300,39.2,4.0
 A3,2018,21495,Manual,8545,Diesel,145,53.3,1.6
 A3,2016,13498,Manual,30287,Petrol,20,60.1,1.4
 A3,2016,14998,Manual,1893,Petrol,20,60.1,1.4
 A4,2017,16998,Manual,6896,Petrol,145,52.3,1.4
 TT,2016,15498,Manual,34084,Diesel,30,62.8,2.0
 A4,2017,13985,Semi-Auto,84222,Diesel,20,68.9,2.0
 A3,2015,10385,Manual,68428,Diesel,0,83.1,1.6
 Q5,2018,37500,Semi-Auto,20283,Petrol,150,34.0,3.0
 A4,2016,11500,Manual,56235,Diesel,0,74.3,2.0
 A8,2017,24500,Semi-Auto,37492,Diesel,205,47.1,3.0
 Q5,2015,21500,Semi-Auto,66959,Diesel,265,41.5,3.0
 Q5,2014,16000,Manual,46622,Diesel,205,47.9,2.0
 A6,2013,11995,Semi-Auto,40003,Diesel,145,56.5,2.0
 Q5,2018,38900,Semi-Auto,20300,Petrol,145,34.0,3.0
 Q2,2016,19995,Manual,23426,Petrol,125,50.4,1.4
 A3,2015,14995,Semi-Auto,46465,Petrol,30,54.3,1.4
 Q5,2018,29995,Semi-Auto,14600,Diesel,145,55.4,2.0
 A1,2017,15995,Manual,16086,Petrol,30,55.4,1.4
 A1,2017,13995,Manual,15981,Petrol,145,57.6,1.4
 A7,2018,38995,Semi-Auto,6850,Diesel,145,38.2,3.0
 A3,2017,18995,Manual,16668,Diesel,145,70.6,1.6
 A7,2018,35995,Semi-Auto,13082,Petrol,145,39.8,3.0
 A3,2018,19995,Manual,12795,Petrol,145,47.1,1.0
 Q5,2018,34995,Automatic,8250,Diesel,145,38.2,2.0
 A4,2017,16498,Manual,13122,Petrol,145,52.3,1.4
 Q5,2016,21995,Semi-Auto,26500,Diesel,200,47.1,2.0
 Q5,2018,30995,Semi-Auto,24408,Petrol,145,40.4,2.0
 A4,2016,21995,Semi-Auto,47600,Diesel,145,56.5,2.0
 A3,2018,22995,Automatic,17252,Petrol,145,56.5,1.5
 A5,2017,19945,Semi-Auto,49287,Diesel,145,62.8,2.0
 A5,2017,22945,Semi-Auto,47446,Diesel,145,62.8,2.0
 A5,2017,22990,Semi-Auto,14589,Diesel,30,65.7,2.0
 A4,2016,13995,Manual,41279,Diesel,0,74.3,2.0
 Q7,2018,60995,Automatic,3893,Diesel,145,39.2,4.0
 A8,2017,38995,Automatic,3338,Diesel,145,50.4,3.0
 Q5,2018,42995,Automatic,4286,Petrol,145,34.0,3.0
 Q5,2018,28995,Automatic,22913,Diesel,145,56.5,2.0
 Q5,2017,35995,Semi-Auto,29832,Petrol,145,34.0,3.0
 Q2,2017,21495,Manual,11125,Petrol,125,50.4,1.4
 A3,2016,11990,Manual,61332,Diesel,20,68.9,2.0
 A1,2016,11498,Manual,22669,Petrol,30,57.6,1.4
 Q3,2016,19498,Manual,14419,Diesel,145,52.3,2.0
 A1,2015,10698,Manual,37458,Petrol,30,55.4,1.4
 A1,2014,11998,Manual,23015,Petrol,20,60.1,1.4
 A6,2016,22500,Semi-Auto,26784,Diesel,150,54.3,2.0
 TT,2016,17995,Manual,24256,Petrol,145,47.1,1.8
 A4,2018,28995,Semi-Auto,11047,Diesel,145,56.5,2.0
 A4,2017,22995,Semi-Auto,19444,Diesel,125,57.6,2.0
 Q3,2017,17995,Manual,30123,Petrol,125,51.4,1.4
 A4,2016,24495,Automatic,40688,Petrol,160,42.8,2.0
 Q3,2016,20495,Semi-Auto,25125,Diesel,160,50.4,2.0
 Q3,2017,22995,Semi-Auto,17680,Petrol,145,42.2,2.0
 A1,2016,11995,Manual,38502,Petrol,30,57.6,1.4
 A1,2016,12995,Manual,36276,Petrol,30,55.4,1.4
 Q7,2017,49995,Automatic,23437,Diesel,300,39.2,4.0
 Q5,2017,25995,Semi-Auto,20364,Diesel,145,56.5,2.0
 A1,2016,11995,Manual,22606,Petrol,30,57.6,1.4
 A5,2016,16995,Manual,26307,Diesel,125,60.1,2.0
 Q7,2016,33995,Semi-Auto,34685,Diesel,200,47.9,3.0
 A5,2016,18995,Manual,34728,Diesel,125,57.6,2.0
 A1,2017,14995,Manual,24427,Petrol,145,55.4,1.4
 A1,2017,12995,Manual,16763,Petrol,145,55.4,1.4
 Q2,2017,15995,Manual,38484,Petrol,145,55.4,1.0
 Q7,2017,52995,Semi-Auto,16837,Diesel,145,39.2,4.0
 Q2,2017,19995,Automatic,33523,Diesel,145,58.9,2.0
 A4,2017,17298,Manual,6402,Petrol,145,52.3,1.4
 A4,2016,15998,Manual,21944,Petrol,125,49.6,2.0
 TT,2015,16498,Manual,19383,Petrol,165,46.3,2.0
 Q3,2016,16995,Semi-Auto,52496,Diesel,160,50.4,2.0
 A6,2016,18350,Automatic,52255,Diesel,30,61.4,2.0
 A3,2018,15590,Manual,19686,Diesel,145,68.9,1.6
 Q7,2016,12500,Semi-Auto,26705,Diesel,200,47.9,3.0
 A1,2016,12500,Manual,26705,Petrol,30,58.9,1.4
 A1,2018,12500,Manual,18120,Petrol,145,57.7,1.4
 Q3,2016,18000,Semi-Auto,11966,Petrol,145,47.9,1.4
 A3,2016,14500,Manual,34728,Petrol,30,57.6,1.4
 A3,2018,16995,Semi-Auto,30547,Diesel,145,70.6,1.6
 A3,2015,13795,Manual,72406,Diesel,20,68.9,2.0
 A6,2017,19995,Semi-Auto,52822,Diesel,145,64.2,2.0
 A6,2015,18990,Semi-Auto,70228,Diesel,145,54.3,3.0
 A3,2017,15795,Manual,21637,Diesel,20,67.3,2.0
 Q3,2014,12595,Manual,52006,Diesel,145,54.3,2.0
 Q3,2016,20495,Semi-Auto,28994,Diesel,160,50.4,2.0
 A6,2018,37995,Manual,30,Diesel,145,39.2,3.0
 Q2,2017,19495,Manual,9256,Petrol,145,52.3,1.4
 Q3,2018,27995,Automatic,11403,Petrol,145,38.2,1.5
 A6,2018,31700,Semi-Auto,7415,Diesel,145,47.9,2.0
 A8,2018,42000,Automatic,9756,Petrol,145,37.7,3.0
 A5,2018,33500,Automatic,9102,Diesel,145,51.4,3.0
 Q5,2018,31000,Automatic,6002,Diesel,145,38.2,2.0
 Q7,2018,45000,Automatic,6591,Diesel,145,33.2,3.0
 A4,2016,18000,Manual,23596,Petrol,145,48.7,2.0
 Q7,2018,55500,Automatic,11719,Diesel,145,39.2,4.0
 Q3,2016,19000,Manual,28186,Diesel,145,52.3,2.0
 Q3,2016,16995,Semi-Auto,37000,Diesel,145,54.3,2.0
 A1,2017,14695,Manual,13555,Petrol,30,55.4,1.4
 Q5,2016,31495,Semi-Auto,31031,Diesel,235,42.2,3.0
 Q3,2016,17395,Manual,34500,Diesel,160,49.6,2.0
 A3,2017,17500,Manual,14500,Petrol,20,60.1,1.4
 A1,2017,11495,Manual,24857,Diesel,0,76.3,1.6
 A8,2018,37000,Automatic,10296,Diesel,145,50.4,3.0
 A3,2018,20000,Automatic,6629,Petrol,145,42.2,1.5
 A3,2014,7898,Semi-Auto,88130,Diesel,30,64.2,2.0
 Q7,2017,50000,Automatic,17927,Diesel,145,39.2,4.0
 A1,2016,11495,Manual,8000,Petrol,0,67.3,1.0
 A4,2017,19995,Semi-Auto,29885,Diesel,30,65.7,2.0
 A3,2017,17695,Manual,14160,Diesel,145,68.9,1.6
 Q3,2017,23998,Semi-Auto,12147,Petrol,145,40.4,2.0
 A3,2017,12798,Manual,29998,Petrol,20,61.4,1.4
 Q3,2016,17698,Semi-Auto,22168,Petrol,145,47.9,1.4
 A1,2016,10998,Manual,24242,Petrol,0,67.3,1.0
 A3,2017,19698,Semi-Auto,18389,Petrol,145,57.7,1.5
 A6,2016,17298,Manual,31759,Diesel,30,61.4,2.0
 A5,2015,14998,Manual,32125,Diesel,125,57.6,2.0
 TT,2015,15998,Manual,17416,Diesel,20,67.3,2.0
 A5,2017,19498,Semi-Auto,27049,Diesel,145,67.3,2.0
 Q3,2014,11950,Manual,81877,Diesel,160,49.6,2.0
 Q3,2016,16998,Manual,27692,Petrol,145,49.6,1.4
 Q3,2015,13995,Manual,35446,Diesel,145,54.3,2.0
 A6,2015,16995,Semi-Auto,45000,Diesel,30,64.2,2.0
 Q2,2018,22590,Semi-Auto,6672,Diesel,145,57.7,2.0
 Q2,2018,20498,Manual,10005,Petrol,145,50.4,1.4
 A3,2017,16495,Manual,36031,Petrol,30,60.1,1.4
 A1,2017,13998,Manual,28752,Petrol,150,58.9,1.4
 A1,2014,8498,Manual,58601,Petrol,125,52.3,1.4
 A3,2017,19998,Manual,21113,Petrol,145,55.4,1.5
 Q3,2015,13998,Manual,66047,Diesel,145,55.4,2.0
 A6,2016,17498,Semi-Auto,24405,Diesel,20,64.2,2.0
 A6,2015,14995,Manual,43193,Diesel,30,65.7,2.0
 Q2,2017,16500,Manual,22379,Petrol,125,52.3,1.4
 A6,2014,18498,Semi-Auto,36223,Diesel,235,44.8,3.0
 TT,2016,14998,Manual,39293,Diesel,30,62.8,2.0
 A8,2018,33498,Semi-Auto,13512,Diesel,145,50.4,3.0
 A1,2015,9698,Manual,61194,Petrol,0,67.3,1.0
 A4,2017,14849,Manual,58670,Diesel,0,74.3,2.0
 A1,2016,10994,Manual,36951,Petrol,0,67.3,1.0
 A3,2014,10202,Manual,34250,Petrol,30,55.4,1.4
 A4,2016,15495,Manual,32811,Diesel,0,74.3,2.0
 A6,2017,22695,Semi-Auto,31842,Diesel,125,58.9,2.0
 A1,2016,11695,Manual,22373,Petrol,30,55.4,1.4
 Q3,2017,17495,Manual,34617,Diesel,30,60.1,2.0
 Q3,2015,14495,Manual,48065,Diesel,145,55.4,2.0
 A4,2017,17795,Semi-Auto,26752,Diesel,145,64.2,2.0
 Q2,2018,18695,Manual,12300,Petrol,145,52.3,1.4
 A6,2016,20000,Semi-Auto,24000,Diesel,30,61.4,2.0
 TT,2015,13998,Manual,61410,Diesel,30,62.8,2.0
 A6,2015,17498,Semi-Auto,57290,Diesel,30,61.4,2.0
 Q2,2017,16495,Manual,18045,Petrol,145,55.4,1.0
 A3,2017,15498,Semi-Auto,13542,Diesel,20,72.4,1.6
 Q5,2016,29998,Semi-Auto,38678,Diesel,235,42.2,3.0
 A5,2017,21498,Semi-Auto,19608,Diesel,145,62.8,2.0
 A1,2015,10995,Manual,13854,Petrol,30,55.4,1.4
 A1,2017,10495,Manual,37131,Petrol,0,67.3,1.0
 A6,2014,14998,Semi-Auto,60484,Diesel,30,64.2,2.0
 A5,2015,16998,Semi-Auto,71253,Diesel,160,49.6,3.0
 Q3,2016,18998,Semi-Auto,32968,Diesel,160,50.4,2.0
 A3,2015,11698,Manual,53372,Petrol,20,60.1,1.4
 A4,2017,14898,Manual,24222,Petrol,145,53.3,1.4
 A4,2015,12698,Manual,36081,Diesel,145,55.4,2.0
 Q3,2018,24498,Semi-Auto,11487,Petrol,145,42.2,2.0
 Q3,2013,11998,Semi-Auto,52765,Diesel,200,47.9,2.0
 Q2,2018,17950,Manual,8026,Petrol,145,47.1,1.0
 A3,2018,18300,Manual,31500,Petrol,145,55.4,1.5
 A4,2018,18288,Semi-Auto,31348,Petrol,150,51.4,1.4
 A4,2016,15498,Manual,27370,Diesel,30,64.2,2.0
 A4,2017,22500,Semi-Auto,15175,Diesel,145,61.4,2.0
 Q2,2018,22988,Semi-Auto,11347,Petrol,150,52.3,1.4
 Q3,2017,19688,Manual,24387,Petrol,150,49.6,1.4
 A1,2016,13688,Manual,26165,Petrol,30,55.4,1.4
 Q3,2017,22988,Semi-Auto,14950,Petrol,150,42.2,2.0
 A6,2016,16490,Manual,44316,Diesel,30,64.2,2.0
 A3,2017,18488,Semi-Auto,35329,Petrol,150,47.9,2.0
 A7,2017,26500,Semi-Auto,34201,Diesel,145,52.3,3.0
 A3,2015,12450,Manual,21429,Diesel,20,68.9,2.0
 A3,2016,12990,Manual,35694,Petrol,20,60.1,1.0
 Q3,2015,16998,Semi-Auto,40858,Diesel,160,50.4,2.0
 A4,2016,13998,Manual,19285,Petrol,125,53.3,1.4
 A5,2015,17498,Semi-Auto,35903,Diesel,145,56.5,2.0
 Q3,2015,17498,Semi-Auto,40256,Diesel,160,50.4,2.0
 Q2,2017,19850,Semi-Auto,9547,Petrol,145,54.3,1.4
 A4,2017,13450,Manual,59512,Diesel,145,74.3,2.0
 A1,2016,10988,Manual,40468,Petrol,30,55.4,1.4
 A4,2017,18298,Manual,20637,Diesel,30,67.3,2.0
 A4,2015,12490,Manual,38041,Diesel,30,64.2,2.0
 A5,2016,16390,Semi-Auto,28555,Diesel,125,58.9,2.0
 Q3,2017,18990,Semi-Auto,30821,Petrol,200,42.8,2.0
 Q3,2016,15888,Manual,52034,Diesel,145,52.3,2.0
 A3,2018,20688,Semi-Auto,9135,Petrol,145,56.5,1.5
 Q7,2017,35888,Automatic,21728,Diesel,145,47.9,3.0
 A8,2017,38995,Semi-Auto,6479,Diesel,145,50.4,3.0
 A1,2017,15995,Automatic,21595,Petrol,145,58.9,1.4
 Q2,2018,19995,Manual,9005,Petrol,145,50.4,1.4
 Q2,2017,18950,Semi-Auto,25915,Diesel,145,65.7,1.6
 Q3,2017,20088,Manual,15454,Petrol,145,49.6,1.4
 A8,2016,26000,Semi-Auto,25691,Diesel,200,47.9,3.0
 RS3,2016,29888,Semi-Auto,29920,Petrol,300,34.9,2.5
 A3,2016,17988,Semi-Auto,24406,Petrol,125,48.7,2.0
 A6,2015,21698,Semi-Auto,41109,Diesel,200,45.6,3.0
 A8,2015,19998,Semi-Auto,42565,Diesel,200,47.9,3.0
 A4,2017,14698,Manual,19637,Petrol,145,53.3,1.4
 TT,2016,17498,Manual,20674,Petrol,160,46.3,2.0
 A6,2015,18498,Semi-Auto,22540,Diesel,30,64.2,2.0
 Q3,2015,16498,Manual,14146,Diesel,125,60.1,2.0
 A1,2016,13498,Manual,21160,Petrol,30,55.4,1.4
 A1,2015,9995,Manual,19603,Diesel,0,80.7,1.6
 A1,2015,12995,Manual,27275,Petrol,30,55.4,1.4
 A5,2016,22750,Automatic,36399,Diesel,125,60.1,3.0
 Q5,2016,26990,Semi-Auto,46401,Diesel,235,42.8,3.0
 Q2,2018,20890,Manual,11088,Petrol,145,50.4,1.4
 A6,2017,19990,Automatic,32276,Diesel,145,61.4,2.0
 Q3,2017,20488,Manual,25576,Diesel,145,54.3,2.0
 A3,2018,20488,Manual,13069,Petrol,145,54.3,1.5
 A6,2015,15498,Semi-Auto,57123,Diesel,20,67.3,2.0
 A3,2016,11498,Manual,47205,Petrol,20,60.1,1.0
 A4,2015,14900,Manual,20995,Diesel,30,64.2,2.0
 A3,2016,16400,Manual,24102,Petrol,30,60.1,1.4
 A4,2016,13498,Manual,37251,Petrol,145,51.4,1.4
 A1,2016,11698,Manual,11578,Petrol,0,67.3,1.0
 A5,2017,22998,Semi-Auto,15114,Diesel,145,62.8,2.0
 A4,2017,17998,Manual,20083,Diesel,145,68.9,2.0
 A3,2013,10398,Manual,60076,Diesel,20,68.9,2.0
 A4,2016,15498,Manual,42783,Diesel,30,64.2,2.0
 A1,2016,12798,Manual,30334,Petrol,30,55.4,1.4
 Q3,2016,17998,Manual,22541,Diesel,145,52.3,2.0
 TT,2016,16998,Manual,18263,Diesel,30,62.8,2.0
 A4,2016,16498,Manual,37488,Diesel,30,64.2,2.0
 Q7,2014,20498,Semi-Auto,43209,Diesel,300,38.2,3.0
 A4,2016,15395,Semi-Auto,45619,Diesel,20,67.3,2.0
 A5,2017,20995,Manual,12313,Diesel,30,64.2,2.0
 Q5,2016,19498,Semi-Auto,50961,Diesel,205,47.1,2.0
 A1,2016,11698,Manual,24001,Petrol,30,55.4,1.4
 A3,2017,15998,Semi-Auto,24519,Diesel,150,70.6,1.6
 A6,2017,19940,Automatic,33856,Diesel,145,56.5,2.0
 A4,2016,13498,Manual,29333,Petrol,145,51.4,1.4
 A1,2013,9998,Semi-Auto,47565,Petrol,125,53.3,1.4
 Q3,2015,14498,Manual,53124,Diesel,145,55.4,2.0
 Q3,2015,16498,Semi-Auto,33845,Petrol,145,47.9,1.4
 Q3,2015,15498,Semi-Auto,39876,Petrol,200,42.8,2.0
 A1,2015,9998,Manual,49565,Petrol,30,55.4,1.4
 A1,2016,11798,Manual,13501,Petrol,0,67.3,1.0
 A6,2017,25000,Semi-Auto,22350,Diesel,145,54.3,2.0
 A4,2016,14998,Manual,30498,Diesel,0,74.3,2.0
 A8,2018,39700,Automatic,7919,Diesel,145,50.4,3.0
 Q2,2018,18495,Manual,8539,Diesel,145,64.2,1.6
 A3,2018,20888,Manual,6940,Petrol,145,54.3,1.5
 A1,2016,12950,Manual,15734,Petrol,0,67.3,1.0
 Q3,2016,17498,Semi-Auto,32971,Diesel,145,51.4,2.0
 Q2,2017,18498,Manual,11133,Petrol,145,52.3,1.4
 A6,2016,17998,Manual,33182,Diesel,30,61.4,2.0
 A4,2016,16498,Manual,38231,Diesel,30,64.2,2.0
 A4,2017,18498,Manual,21540,Petrol,145,51.4,1.4
 Q3,2015,19498,Manual,14919,Diesel,160,49.6,2.0
 A3,2017,17998,Semi-Auto,31317,Diesel,125,57.6,2.0
 A4,2016,13998,Manual,38405,Diesel,0,74.3,2.0
 A6,2015,16998,Automatic,57916,Diesel,30,61.4,2.0
 A1,2015,11798,Manual,50730,Petrol,30,58.9,1.4
 A3,2017,14995,Manual,14488,Petrol,150,60.1,1.4
 Q5,2017,33495,Semi-Auto,37492,Petrol,150,34.0,3.0
 A5,2018,19495,Semi-Auto,36715,Petrol,150,35.3,3.0
 TT,2017,18000,Manual,14999,Petrol,150,47.1,1.8
 A1,2018,15990,Semi-Auto,10247,Petrol,145,56.5,1.4
 TT,2016,17000,Manual,9360,Petrol,160,46.3,1.8
 Q3,2016,15496,Manual,22543,Diesel,30,61.4,2.0
 A6,2016,20698,Semi-Auto,13986,Diesel,30,61.4,2.0
 Q3,2015,15998,Manual,43458,Diesel,145,52.3,2.0
 A3,2014,8698,Semi-Auto,87151,Diesel,30,62.8,2.0
 A3,2016,13698,Manual,21468,Petrol,20,60.1,1.0
 A3,2016,12498,Manual,29298,Petrol,20,60.1,1.0
 A3,2017,13698,Semi-Auto,15180,Diesel,20,72.4,1.6
 A3,2016,16998,Manual,23933,Diesel,20,65.7,2.0
 A4,2017,14495,Manual,15097,Petrol,150,53.3,1.4
 A1,2016,10995,Manual,44575,Petrol,30,55.4,1.4
 A1,2016,11495,Manual,33397,Petrol,0,67.3,1.0
 A3,2016,13250,Manual,46860,Diesel,20,68.9,1.6
 A6,2016,18291,Semi-Auto,35665,Diesel,30,61.4,2.0
 A1,2017,12991,Manual,36009,Petrol,150,58.9,1.4
 A3,2017,18991,Semi-Auto,9009,Petrol,30,56.5,1.4
 A5,2017,18998,Semi-Auto,28618,Diesel,30,67.3,2.0
 A5,2016,15698,Manual,51089,Diesel,125,58.9,2.0
 A5,2017,20996,Semi-Auto,22877,Petrol,145,47.9,2.0
 A1,2016,11295,Manual,37925,Petrol,0,67.3,1.0
 A1,2016,12495,Manual,20645,Petrol,30,56.5,1.4
 Q5,2017,32995,Semi-Auto,32821,Diesel,235,42.2,3.0
 A5,2017,21595,Automatic,31777,Diesel,30,65.7,2.0
 Q3,2018,19991,Semi-Auto,20555,Petrol,145,47.9,1.4
 A1,2017,19991,Manual,24001,Diesel,145,76.3,1.6
 Q3,2017,22491,Semi-Auto,18008,Petrol,150,42.2,2.0
 Q8,2018,49991,Semi-Auto,12332,Diesel,150,33.6,3.0
 A4,2016,12498,Manual,78269,Diesel,0,74.3,2.0
 A5,2016,17698,Manual,54770,Diesel,145,56.5,2.0
 A5,2017,20498,Manual,36396,Diesel,145,65.7,2.0
 Q2,2017,17991,Manual,16202,Petrol,150,52.3,1.4
 A3,2015,16396,Semi-Auto,23768,Diesel,125,57.6,2.0
 Q3,2016,18946,Semi-Auto,33072,Diesel,160,50.4,2.0
 Q3,2017,16856,Manual,27339,Petrol,125,51.4,1.4
 A1,2018,12996,Manual,18876,Petrol,145,55.4,1.4
 A4,2016,15256,Manual,25214,Diesel,0,74.3,2.0
 Q3,2017,18696,Manual,23008,Diesel,145,56.5,2.0
 A5,2016,21498,Semi-Auto,34051,Diesel,200,44.8,3.0
 Q3,2015,15998,Semi-Auto,51336,Diesel,160,50.4,2.0
 Q5,2013,21998,Semi-Auto,48282,Diesel,260,41.5,3.0
 A6,2015,18998,Semi-Auto,44000,Diesel,145,54.3,3.0
 A6,2018,28498,Semi-Auto,8602,Diesel,145,50.4,2.0
 A6,2015,12498,Semi-Auto,74644,Diesel,20,61.4,2.0
 A5,2016,17998,Manual,49936,Diesel,145,56.5,2.0
 A3,2016,14498,Manual,30895,Petrol,125,52.3,1.4
 A6,2016,15498,Semi-Auto,63000,Diesel,125,56.5,3.0
 A3,2016,16491,Manual,24950,Petrol,30,58.9,1.4
 A1,2015,12698,Manual,28456,Petrol,30,55.4,1.4
 Q5,2014,15998,Semi-Auto,25242,Diesel,200,47.1,2.0
 A4,2017,12998,Semi-Auto,74796,Diesel,20,72.4,2.0
 A4,2016,13698,Manual,29398,Petrol,145,51.4,1.4
 A3,2017,16998,Semi-Auto,53283,Petrol,30,56.5,1.4
 A6,2015,15998,Semi-Auto,71030,Diesel,30,64.2,2.0
 A5,2016,18998,Manual,41727,Diesel,160,53.3,2.0
 Q3,2014,15698,Manual,26728,Diesel,160,50.4,2.0
 A4,2017,24896,Semi-Auto,21976,Petrol,145,44.1,2.0
 Q3,2017,19596,Manual,21201,Petrol,145,49.6,1.4
 Q5,2016,20256,Manual,33423,Diesel,200,47.9,2.0
 A1,2016,12996,Manual,15121,Petrol,30,56.5,1.4
 A1,2016,10996,Manual,25783,Petrol,30,57.6,1.4
 Q3,2017,19656,Manual,20355,Petrol,145,49.6,1.4
 Q2,2017,16496,Automatic,35554,Diesel,145,68.9,1.6
 A4,2015,13351,Manual,39652,Diesel,0,74.3,2.0
 A1,2017,14491,Manual,13253,Petrol,150,55.4,1.4
 A3,2016,14991,Manual,25556,Petrol,20,60.1,1.4
 Q3,2017,17991,Manual,18909,Petrol,150,51.4,1.4
 A3,2016,11896,Semi-Auto,36329,Petrol,30,58.9,1.4
 A1,2017,12990,Manual,24435,Petrol,145,55.4,1.4
 Q5,2013,15896,Manual,57387,Petrol,235,37.7,2.0
 A3,2017,12500,Manual,42779,Petrol,145,62.8,1.0
 A4,2017,14650,Manual,40583,Petrol,145,51.4,1.4
 A6,2015,17996,Semi-Auto,48175,Diesel,125,57.6,3.0
 A4,2017,17591,Manual,26455,Diesel,30,67.3,2.0
 Q3,2015,18781,Semi-Auto,24621,Diesel,145,54.3,2.0
 A3,2016,17996,Manual,14514,Petrol,30,60.1,1.4
 Q3,2017,19956,Semi-Auto,38150,Petrol,200,42.2,2.0
 A6,2017,18296,Semi-Auto,47112,Diesel,145,64.2,2.0
 A4,2016,15556,Semi-Auto,25540,Petrol,30,55.4,2.0
 Q7,2016,42996,Semi-Auto,44071,Diesel,300,39.2,4.0
 A4,2016,15596,Manual,16666,Diesel,0,74.3,2.0
 A4,2017,29996,Automatic,11119,Petrol,145,37.7,3.0
 Q7,2018,59996,Automatic,15524,Diesel,145,37.2,4.0
 Q7,2016,29498,Semi-Auto,36816,Diesel,160,48.7,3.0
 A1,2015,11256,Manual,18970,Petrol,0,67.3,1.0
 Q7,2016,32996,Automatic,23478,Diesel,200,47.9,3.0
 A5,2017,23896,Automatic,19408,Diesel,145,58.9,3.0
 RS5,2017,43996,Automatic,8966,Petrol,145,32.5,2.9
 A8,2018,36496,Semi-Auto,10961,Diesel,145,48.7,3.0
 Q7,2016,30996,Automatic,33747,Diesel,200,47.9,3.0
 Q3,2016,17998,Manual,7102,Petrol,125,51.4,1.4
 Q7,2016,21998,Semi-Auto,64668,Diesel,165,48.7,3.0
 Q3,2017,19496,Manual,17856,Petrol,145,49.6,1.4
 A3,2017,18896,Manual,12222,Diesel,125,57.6,2.0
 A1,2017,12756,Manual,15020,Petrol,0,67.3,1.0
 A3,2016,16498,Manual,30692,Petrol,30,60.1,1.4
 A5,2015,20998,Semi-Auto,28094,Petrol,260,36.7,3.0
 A6,2015,13498,Semi-Auto,51405,Diesel,20,67.3,2.0
 Q3,2015,13998,Manual,76861,Diesel,145,52.3,2.0
 A4,2017,13298,Manual,57464,Diesel,0,74.3,2.0
 A5,2017,22698,Semi-Auto,25954,Diesel,145,62.8,2.0
 A5,2017,21998,Semi-Auto,11757,Petrol,145,53.3,2.0
 A3,2016,15498,Semi-Auto,47322,Diesel,30,61.4,2.0
 RS3,2016,24998,Semi-Auto,50661,Petrol,300,34.9,2.5
 Q3,2017,18998,Manual,13403,Diesel,150,56.5,2.0
 A3,2015,12298,Semi-Auto,49393,Diesel,30,62.8,2.0
 Q3,2016,17498,Manual,19268,Diesel,30,60.1,2.0
 Q3,2016,15998,Manual,45876,Diesel,30,60.1,2.0
 A1,2014,8298,Manual,51451,Petrol,125,52.3,1.4
 A1,2016,14998,Semi-Auto,15434,Petrol,30,70.6,1.4
 Q3,2016,12998,Manual,67643,Diesel,30,61.4,2.0
 A6,2014,13498,Manual,69410,Diesel,125,57.6,2.0
 Q5,2016,22498,Semi-Auto,27848,Diesel,200,47.1,2.0
 A6,2014,11498,Manual,55368,Diesel,125,57.6,2.0
 Q3,2017,17000,Semi-Auto,53000,Diesel,145,53.3,2.0
 A5,2016,16498,Semi-Auto,49429,Diesel,20,70.6,2.0
 Q3,2014,12998,Manual,33071,Petrol,145,47.9,1.4
 A5,2016,14998,Semi-Auto,42852,Diesel,125,58.9,2.0
 Q5,2014,14498,Manual,73874,Diesel,200,47.9,2.0
 A6,2015,13998,Manual,54847,Diesel,30,64.2,2.0
 A3,2014,11995,Manual,24175,Petrol,20,60.1,1.4
 Q3,2015,17398,Automatic,24539,Diesel,160,51.4,2.0
 A5,2015,15998,Manual,48853,Diesel,145,56.5,2.0
 A6,2014,16298,Semi-Auto,75125,Diesel,235,44.8,3.0
 A1,2014,8998,Manual,48330,Petrol,125,52.3,1.4
 A5,2017,22398,Semi-Auto,17616,Diesel,145,65.7,2.0
 Q3,2013,11798,Manual,40252,Diesel,160,50.4,2.0
 A1,2017,11295,Manual,26791,Petrol,145,67.3,1.0
 A4,2017,18698,Manual,20399,Petrol,145,51.4,1.4
 A4,2016,20698,Semi-Auto,30374,Diesel,145,56.5,2.0
 A3,2018,19998,Semi-Auto,22721,Petrol,145,56.5,1.5
 A4,2018,18498,Manual,14203,Petrol,145,52.3,1.4
 A5,2017,22498,Semi-Auto,24020,Diesel,145,70.6,2.0
 A4,2017,14498,Manual,15893,Petrol,145,51.4,1.4
 RS6,2017,54998,Semi-Auto,8546,Petrol,145,29.4,4.0
 A1,2016,9619,Manual,58952,Diesel,0,76.3,1.6
 A3,2017,16991,Manual,31412,Petrol,125,49.6,2.0
 A1,2016,12991,Manual,21686,Petrol,30,55.4,1.4
 A3,2017,17498,Manual,20359,Petrol,30,60.1,1.4
 Q3,2015,17998,Manual,20897,Diesel,160,49.6,2.0
 A3,2016,17998,Semi-Auto,18487,Diesel,20,72.4,1.6
